"","Utilidad_Total_Opcion.1.","Utilidad_Total_Opcion.2.","Utilidad_Total_Opcion.3."
"684",1271,1128.91284242541,1546
"685",85.3734594397752,819.844061962801,1567
"686",1277,907.530292874615,321.146464388206
"687",1352,791.803558155675,603.543476351868
"688",1301,1268.08736331378,1313.10412388331
"689",1256,984.666697224633,833.884386899293
"690",1247,1454,523.381751731601
"691",1194.86556901805,644.887717214688,1474.80152175751
"692",1262,1517,1254.47768433825
"693",1274,1457,1333.30942546861
"694",736.215047543303,1532,1032.79041735834
"695",1250,1231.69472435693,927.842913340419
"696",292.860534567217,1457,1522
"697",1352,940.258527706197,1394.20259317013
"698",1250,1169.8384673288,1234.43495378767
"699",1265,542.179054127996,1112.72939540879
"700",1055.04009484646,341.925996843011,1012.9702110421
"701",972.832439324909,1484,1516
"702",1114.62760518826,1127.38528374268,592.630934000275
"703",1343,1308.89340407567,1507
"704",1379,1502,1252.82572991478
"705",1268,535.090851113429,965.909199136813
"706",1268,1448,914.301084820282
"707",1325,573.5305559563,1272.28087970381
"708",995.142217398833,1448,1495
"709",991.671180600455,1454,1573
"710",1406,872.683495044853,1618
"711",1331,1478,751.826088560544
"712",1265,1466,689.79354902415
"713",1346,1550,1501
"714",1241,1478,545.001712996158
"715",1283,1535,1549
"716",1095.14170171872,1026.61801291066,1032.86517698727
"717",1358,1110.17659982434,571.93559156214
"718",1340,1329.38447500872,1253.2111109549
"719",872.642315560633,962.085796671488,1131.44678299513
"720",1295,1439,1543
"721",1340,1309.77318667182,143.395854255993
"722",1391,540.255433058399,385.334773858543
"723",367.518191097689,1289.44623467345,830.827953602724
"724",992.102386828919,1526,1193.08996419527
"725",854.664870245761,1499,1333.39995979908
"726",707.338124249607,1508,1192.25941417681
"727",971.529026316217,354.604028967889,1373.72834094969
"728",1214.90979986026,882.421076877622,1335.16839852486
"729",1301,1067.64571553749,672.399027951004
"730",1364,1475,934.982739724491
"731",1304,869.215269087765,1373.90075913396
"732",1262,701.106562910976,1174.69043205562
"733",733.024829049498,1329.06267590262,1513
"734",1334,1523,1088.67471769628
"735",1406,730.961764181744,871.942635098533
"736",1015.37577261781,1069.32023453465,933.559811213211
"737",1253,1451,1528
"738",1289,1490,430.319404195833
"739",1074.32489843619,1469,1273.78435058518
"740",1322,1108.60258695799,1573
"741",973.880007436845,178.346554308803,1549
"742",1033.51765713004,1110.80542563026,1152.23429510316
"743",1286,-329.860637631658,872.14938835976
"744",1268,1589,1091.95243817422
"745",1292,1166.5328191877,1030.28434051029
"746",1250,1288.22339380844,562.496883426988
"747",1114.79763587233,708.893297240092,1504
"748",1298,990.151810719899,1272.24703814639
"749",1113.72531810854,1451,863.933637348704
"750",1364,643.467065654168,1275.94909987671
"751",731.087945285593,415.03508839066,1093.18066231889
"752",856.383372602953,224.594866496029,624.814516491959
"753",1036.44722787567,1170.71206705393,1528
"754",913.008133764168,1490,389.642436445282
"755",1277,671.806834337011,1036.99393783859
"756",1173.87907781917,1187.12039167135,764.449023564106
"757",1460,1472,1519
"758",320.622705719039,1309.41674207932,1071.32709315558
"759",1238,1481,1294.55208654019
"760",969.128663747636,1535,1210.93753938116
"761",1256,1047.58981823425,721.687169067377
"762",1388,1389.84695898081,249.011073351587
"763",558.01209133163,828.129961118627,1495
"764",872.254321070747,1088.97314841267,1115.19166755797
"765",710.920039191697,1433,1092.28041385635
"766",1418,1149.54676193514,1335.19347553446
"767",994.135420628694,846.118700514308,491.046911632836
"768",1376,951.290939305619,1549
"769",1262,1270.40240577385,807.52922401294
"770",1352,1269.89913645379,1195.27487283909
"771",1358,1448,1516
"772",1349,1269.63329734202,836.38796531958
"773",1241,1490,1195.51257226061
"774",371.522818685587,431.2475571765,1030.80704745078
"775",1238,1475,1543
"776",711.655973295654,1517,1074.85655641111
"777",834.498118008808,520.565331828514,1151.21418033461
"778",572.030242689079,967.351840732862,1609
"779",1286,1436,827.794077626798
"780",1337,1288.28182210745,425.512311006554
"781",915.25351420414,1448,1415.07558703961
"782",1358,1209.22734112395,1543
"783",1325,1409.78985528204,689.055789316978
"784",1134.23055494843,1445,1374.91557215021
"785",593.170026400029,1583,1068.11793747246
"786",1247,527.504108430852,1513
"787",1155.01806654349,1547,1510
"788",572.743442965279,845.549359681757,521.911119811704
"789",1307,1433,991.18481207403
"790",1316,1487,1434.48354717066
"791",1194.61185476334,267.59531674383,1534
"792",1304,1210.91009442502,1513
"793",1331,524.703692142746,1273.64015401592
"794",1394,1148.5583148562,677.257953965313
"795",384.899287311002,890.920461419226,1254.26517429345
"796",1241,827.698613861412,815.066310287754
"797",1361,1389.60903591755,1274.13978851023
"798",1256,1475,489.975025523683
"799",1154.46860960965,1496,1089.97446148418
"800",706.463385017247,614.715539676526,451.60883136807
"801",1304,1168.1020791973,1528
"802",1035.46758501424,761.738657258393,531.699782570883
"803",1301,1550,800.742169781392
"804",573.17284042964,1129.76402858922,933.702328641359
"805",1238,1538,1054.10662808428
"806",1035.33752811849,188.985426619932,1352.38204717258
"807",1310,1390.30737104839,1154.43985076433
"808",1262,1490,621.734691999263
"809",753.753778321897,1188.98033182286,1394.79818702808
"810",953.13277557142,1148.21487422578,1092.45794212781
"811",1283,987.330971299627,1507
"812",1256,1484,1570
"813",1053.8252533787,728.185736148481,1355.44474786114
"814",1114.4494870818,1496,1070.84781849294
"815",1298,1451,505.360627312964
"816",1298,1409.81500205896,585.985301502403
"817",1075.18125217381,870.409412065373,1192.74801322059
"818",1277,1369.95843361982,934.682989558615
"819",934.292452365689,1496,1519
"820",1174.79732581843,1228.02259225263,949.94285211542
"821",390.087429042484,865.418456574571,1564
"822",1214.79531094544,1445,1233.85696802811
"823",1256,1166.58052186704,235.171542058893
"824",371.204540568846,889.935971553138,1663
"825",535.928700451034,647.467552641653,1454.75521769471
"826",953.259502797245,1226.64603829033,1111.581115031
"827",772.60256736736,1520,1498
"828",1349,903.089086879108,1210.21450295533
"829",652.18485035778,1529,671.048308539762
"830",972.073942948442,1430,1454.77462514618
"831",1052.86141341803,1228.91002556336,1498
"832",1427,740.843141081928,1294.94251689327
"833",910.065519390155,1107.28495416189,861.814930892008
"834",1253,1308.05973565522,1513
"835",1247,988.918207883606,1134.18110177948
"836",1346,868.678809871513,1273.26653523698
"837",1304,843.008642791194,1474.97953718466
"838",1343,1526,230.694440181497
"839",-16.3717202502326,370.38083098694,1071.94738120712
"840",1012.68702815687,604.562374569603,1097.89757044967
"841",409.674013362659,1170.41071079197,1528
"842",767.459562886841,1496,816.960703411297
"843",1133.5454684816,1508,1172.63377873489
"844",814.979606663243,946.992301328256,1192.35649914563
"845",1373,1526,1293.75549503677
"846",630.11257559619,1051.91885864975,1108.54565002372
"847",1295,985.12252158936,1555
"848",1340,506.98285900571,1334.34566687312
"849",1265,337.853319890748,717.118566019165
"850",1244,384.105687373666,536.452459533616
"851",1241,804.047430731348,597.495644403967
"852",1382,986.762348253831,1194.29211859924
"853",1283,1049.73175233329,1173.29829407496
"854",1093.10984076811,803.926285171975,1543
"855",1241,1484,1519
"856",1194.54648961027,242.68328135313,1293.2409784923
"857",1310,751.827987166508,1114.83674337543
"858",1153.39397130739,1330.57629233525,607.969648886237
"859",1337,1309.91204122433,1151.9073129494
"860",1313,708.420005481677,1072.07167436022
"861",1349,1191.4627625449,1501
"862",791.823624516379,1002.11747415874,973.596215460553
"863",1394,1505,969.728811130029
"864",1073.19753474385,838.186527270517,850.727166688468
"865",1268,729.547431514158,1030.75840800685
"866",972.101423411218,1268.05265035253,833.911500040977
"867",1032.1846868373,1445,1251.58435869019
"868",1322,1328.52107144629,1029.17468644224
"869",1280,762.090086301557,131.026534576678
"870",1265,312.077447882283,1504
"871",1373,745.377297695573,1504
"872",1265,521.009591507753,1314.92994351356
"873",1247,559.9537332337,969.180898593852
"874",611.808179022397,1517,1414.55440370321
"875",709.986262097207,1484,644.11475150061
"876",1397,1288.27276115019,1394.56207142116
"877",1253,1454,1172.87862593209
"878",1331,1475,1191.77442847711
"879",390.831232824967,1390.3104633036,572.696137125336
"880",1277,1026.00508631801,794.69177828942
"881",1214.90824765035,1205.85720467429,1510
"882",1346,945.778422588685,1495
"883",1241,618.859778261689,1504
"884",1113.72479978356,963.119820412866,1588
"885",1235,1068.61266153542,1525
"886",931.103866096189,1008.23766721269,1507
"887",1215.03006309601,1442,1519
"888",1442,1046.13792058876,949.898613874744
"889",1280,948.868357586128,826.069203814845
"890",531.937883803551,222.519287466796,507.953829336155
"891",1235,1088.20435671732,753.846052428966
"892",1295,1481,1501
"893",1259,1092.17198617312,1507
"894",1307,1229.01912358048,811.791754759819
"895",1093.09449627078,1475,1394.1724949245
"896",1250,1369.42126416486,1093.12974682015
"897",668.125029573351,321.016396688009,1031.93207043588
"898",851.566461799032,1389.31963304856,1495
"899",1262,1445,1534
"900",1235,1089.97228120886,1434.25551653261
"901",710.105910257203,1269.07373435011,1031.32287011607
"902",873.733412405261,720.368916190213,1355.65763981342
"903",1352,1448,1172.26237870241
"904",1310,1487,1020.09400644494
"905",1072.9530851107,907.565661082378,1588
"906",1259,223.202699809004,1272.50830217776
"907",1235,988.238937691397,1373.60116138533
"908",1241,909.257181335975,1519
"909",872.693664851071,1493,553.603876870391
"910",1256,1369.78380170642,1236.61578956471
"911",1307,1409.97973487089,725.169737581556
"912",1319,1048.57073211765,1234.34636953545
"913",1319,1170.56851797827,969.275389823948
"914",1250,1436,1519
"915",1244,1027.19486071228,1567
"916",895.212346893596,1487,572.606074123221
"917",1253,801.523489476169,1504
"918",1247,1088.50965982536,982.32178640687
"919",1400,1565,1474.87793408631
"920",993.745620630685,1577,1211.75691235222
"921",1379,1390.19291072159,1570
"922",912.748180803882,1130.00560849497,766.805262262894
"923",1283,1046.78137859597,1504
"924",1271,1430,685.845143472839
"925",755.797814452345,984.801470764678,1540
"926",1093.57311644711,1460,1504
"927",1403,1410.01331143203,812.325891100368
"928",995.229217699781,1541,1072.32529795741
"929",1367,865.678250995331,855.823014587209
"930",1382,1390.16003752868,1612
"931",1238,1478,339.026647675154
"932",1307,1089.00634222654,1393.79381359554
"933",1274,1186.77391317186,1155.84510540788
"934",1214.87036645291,1308.36921429768,1137.40499929874
"935",1259,1499,1454.83748127758
"936",1262,1369.59661427093,1070.6296290797
"937",1280,140.562187925242,1232.66712907726
"938",1343,1208.98993900272,429.039009509973
"939",892.749774213866,1466,1033.59515043963
"940",1214.94577129021,1496,913.282038735058
"941",1319,1460,1510
"942",1032.62268890449,1209.2799822797,1010.17624871621
"943",1319,1436,1546
"944",1301,394.178936196431,1570
"945",1247,1.75779814363068,1414.92375782665
"946",1244,1433,1234.25887316031
"947",1194.77047269373,761.127118793852,1543
"948",1235,1030.66577196008,380.84481648636
"949",992.584924084463,726.016927044318,711.20263856123
"950",1135.15973995908,963.084645466881,1519
"951",1268,850.666350398792,1312.41394304789
"952",774.083928203469,1472,-92.0595203232906
"953",1250,1502,1314.96740028954
"954",1373,1349.25621750707,828.312247570096
"955",1352,984.011385110377,1070.4987784805
"956",819.417772475732,1475,1433.92915397592
"957",1319,1430,1273.79154943697
"958",1053.05476427607,1451,995.42794194877
"959",853.575811418508,761.754835517932,1549
"960",675.789313246788,682.759904338624,1573
"961",1379,1439,1171.54698841711
"962",1319,1439,1333.81156356552
"963",1340,1350.4861159827,1150.16052275004
"964",1409,1006.73592747203,736.145594283656
"965",992.860413900255,1349.82973408416,560.839293711771
"966",600.130995752368,653.016793438094,1513
"967",1247,789.370398347463,1495
"968",610.842852812088,1487,1582
"969",1292,1448,875.067252261205
"970",1253,1009.85917686183,1495
"971",1289,-368.966993677776,1519
"972",1346,1454,1495
"973",1331,1451,1519
"974",1113.76871065366,1436,1175.12463828213
"975",1307,1063.7837485487,1540
"976",932.355834736922,1472,1663
"977",1244,1523,1474.77536248222
"978",551.354868038934,829.736933627296,1234.07403971328
"979",1262,1529,1501
"980",1298,1209.60658907132,-4.15408181285784
"981",1035.82952940934,1493,1053.97186626295
"982",1331,1478,463.539650966433
"983",1271,1436,1498
"984",695.130053478573,1481,1549
"985",1256,1433,1033.1765571043
"986",1400,1523,1233.03404117258
"987",993.65269621444,1508,1255.6874547112
"988",1074.45992160664,569.809137101255,139.054415443546
"989",993.368502679245,1368.81193081497,415.521546892266
"990",1174.83796713602,381.186929306896,712.957454523542
"991",992.842026152835,1169.34875784107,1154.83211038756
"992",1295,1457,968.900021536238
"993",1253,1436,769.906035584355
"994",1304,1126.52722493481,1475.03918413183
"995",1334,1210.03929612244,1313.82239265873
"996",1328,1442,1573
"997",810.623334784178,1169.26982973622,1050.11897976187
"998",1307,1499,430.737429227311
"999",1295,1568,1352.8977931844
"1000",1313,1288.84579775665,108.630174996924
